task_id,benchmark,model,status,error_type,latency_sec
mbpp/325,mbpp_sanitized,gpt-oss-120b,PASS,None,1.393
mbpp/326,mbpp_sanitized,gpt-oss-120b,PASS,None,0.809
mbpp/327,mbpp_sanitized,gpt-oss-120b,PASS,None,0.778
mbpp/328,mbpp_sanitized,gpt-oss-120b,PASS,None,3.134
mbpp/329,mbpp_sanitized,gpt-oss-120b,PASS,None,0.429
mbpp/330,mbpp_sanitized,gpt-oss-120b,PASS,None,1.012
mbpp/331,mbpp_sanitized,gpt-oss-120b,PASS,None,0.885
mbpp/332,mbpp_sanitized,gpt-oss-120b,PASS,None,0.582
mbpp/333,mbpp_sanitized,gpt-oss-120b,PASS,None,0.569
mbpp/334,mbpp_sanitized,gpt-oss-120b,PASS,None,0.874
mbpp/335,mbpp_sanitized,gpt-oss-120b,PASS,None,3.207
mbpp/336,mbpp_sanitized,gpt-oss-120b,PASS,None,0.404
mbpp/337,mbpp_sanitized,gpt-oss-120b,PASS,None,1.704
mbpp/338,mbpp_sanitized,gpt-oss-120b,PASS,None,0.756
mbpp/339,mbpp_sanitized,gpt-oss-120b,PASS,None,2.068
mbpp/340,mbpp_sanitized,gpt-oss-120b,PASS,None,0.727
mbpp/341,mbpp_sanitized,gpt-oss-120b,PASS,None,0.533
mbpp/342,mbpp_sanitized,gpt-oss-120b,PASS,None,2.237
mbpp/343,mbpp_sanitized,gpt-oss-120b,PASS,None,0.755
mbpp/344,mbpp_sanitized,gpt-oss-120b,PASS,None,0.939
mbpp/345,mbpp_sanitized,gpt-oss-120b,PASS,None,0.682
mbpp/346,mbpp_sanitized,gpt-oss-120b,SKIP,GenerationFailed,4.567
mbpp/347,mbpp_sanitized,gpt-oss-120b,PASS,None,1.117
mbpp/348,mbpp_sanitized,gpt-oss-120b,PASS,None,0.998
mbpp/349,mbpp_sanitized,gpt-oss-120b,PASS,None,0.53
mbpp/350,mbpp_sanitized,gpt-oss-120b,PASS,None,0.991
mbpp/351,mbpp_sanitized,gpt-oss-120b,PASS,None,1.028
mbpp/352,mbpp_sanitized,gpt-oss-120b,PASS,None,0.341
mbpp/353,mbpp_sanitized,gpt-oss-120b,PASS,None,0.823
mbpp/354,mbpp_sanitized,gpt-oss-120b,PASS,None,3.624
mbpp/355,mbpp_sanitized,gpt-oss-120b,SKIP,GenerationFailed,4.548
mbpp/356,mbpp_sanitized,gpt-oss-120b,PASS,None,0.52
mbpp/357,mbpp_sanitized,gpt-oss-120b,PASS,None,0.386
mbpp/358,mbpp_sanitized,gpt-oss-120b,PASS,None,0.576
mbpp/359,mbpp_sanitized,gpt-oss-120b,PASS,None,1.617
mbpp/360,mbpp_sanitized,gpt-oss-120b,PASS,None,1.085
mbpp/361,mbpp_sanitized,gpt-oss-120b,PASS,None,0.591
mbpp/362,mbpp_sanitized,gpt-oss-120b,FAIL,AssertionError,1.122
mbpp/363,mbpp_sanitized,gpt-oss-120b,PASS,None,0.635
mbpp/364,mbpp_sanitized,gpt-oss-120b,PASS,None,0.678
mbpp/365,mbpp_sanitized,gpt-oss-120b,PASS,None,0.533
mbpp/366,mbpp_sanitized,gpt-oss-120b,PASS,None,0.7
mbpp/367,mbpp_sanitized,gpt-oss-120b,FAIL,NameError,0.991
mbpp/368,mbpp_sanitized,gpt-oss-120b,PASS,None,0.707
mbpp/369,mbpp_sanitized,gpt-oss-120b,PASS,None,0.733
mbpp/370,mbpp_sanitized,gpt-oss-120b,PASS,None,0.525
mbpp/371,mbpp_sanitized,gpt-oss-120b,PASS,None,2.462
mbpp/372,mbpp_sanitized,gpt-oss-120b,PASS,None,0.707
mbpp/373,mbpp_sanitized,gpt-oss-120b,PASS,None,0.379
mbpp/374,mbpp_sanitized,gpt-oss-120b,PASS,None,3.725
mbpp/375,mbpp_sanitized,gpt-oss-120b,PASS,None,0.839
mbpp/376,mbpp_sanitized,gpt-oss-120b,PASS,None,1.627
mbpp/377,mbpp_sanitized,gpt-oss-120b,PASS,None,0.406
mbpp/378,mbpp_sanitized,gpt-oss-120b,PASS,None,0.442
mbpp/379,mbpp_sanitized,gpt-oss-120b,PASS,None,0.391
mbpp/380,mbpp_sanitized,gpt-oss-120b,PASS,None,0.99
mbpp/381,mbpp_sanitized,gpt-oss-120b,PASS,None,1.741
mbpp/382,mbpp_sanitized,gpt-oss-120b,PASS,None,0.963
mbpp/383,mbpp_sanitized,gpt-oss-120b,FAIL,AssertionError,2.198
mbpp/384,mbpp_sanitized,gpt-oss-120b,PASS,None,0.523
mbpp/385,mbpp_sanitized,gpt-oss-120b,PASS,None,1.12
mbpp/386,mbpp_sanitized,gpt-oss-120b,FAIL,AssertionError,3.379
mbpp/387,mbpp_sanitized,gpt-oss-120b,PASS,None,0.956
mbpp/388,mbpp_sanitized,gpt-oss-120b,PASS,None,0.563
mbpp/389,mbpp_sanitized,gpt-oss-120b,PASS,None,0.883
mbpp/390,mbpp_sanitized,gpt-oss-120b,PASS,None,0.548
mbpp/391,mbpp_sanitized,gpt-oss-120b,PASS,None,0.564
mbpp/392,mbpp_sanitized,gpt-oss-120b,PASS,None,0.661
mbpp/393,mbpp_sanitized,gpt-oss-120b,PASS,None,0.847
mbpp/394,mbpp_sanitized,gpt-oss-120b,PASS,None,0.436
mbpp/395,mbpp_sanitized,gpt-oss-120b,PASS,None,0.465
mbpp/396,mbpp_sanitized,gpt-oss-120b,FAIL,AssertionError,0.63
mbpp/397,mbpp_sanitized,gpt-oss-120b,PASS,None,0.403
mbpp/398,mbpp_sanitized,gpt-oss-120b,PASS,None,1.201
mbpp/399,mbpp_sanitized,gpt-oss-120b,PASS,None,0.511
mbpp/400,mbpp_sanitized,gpt-oss-120b,PASS,None,0.924
mbpp/401,mbpp_sanitized,gpt-oss-120b,PASS,None,0.666
mbpp/402,mbpp_sanitized,gpt-oss-120b,PASS,None,1.439
mbpp/403,mbpp_sanitized,gpt-oss-120b,PASS,None,1.15
mbpp/404,mbpp_sanitized,gpt-oss-120b,PASS,None,0.437
mbpp/405,mbpp_sanitized,gpt-oss-120b,PASS,None,0.602
mbpp/406,mbpp_sanitized,gpt-oss-120b,PASS,None,0.448
mbpp/407,mbpp_sanitized,gpt-oss-120b,PASS,None,1.236
mbpp/408,mbpp_sanitized,gpt-oss-120b,PASS,None,2.037
mbpp/409,mbpp_sanitized,gpt-oss-120b,PASS,None,0.85
mbpp/410,mbpp_sanitized,gpt-oss-120b,PASS,None,0.701
mbpp/411,mbpp_sanitized,gpt-oss-120b,PASS,None,0.741
mbpp/412,mbpp_sanitized,gpt-oss-120b,PASS,None,0.432
mbpp/413,mbpp_sanitized,gpt-oss-120b,PASS,None,0.533
mbpp/414,mbpp_sanitized,gpt-oss-120b,PASS,None,0.603
mbpp/415,mbpp_sanitized,gpt-oss-120b,PASS,None,2.071
mbpp/416,mbpp_sanitized,gpt-oss-120b,PASS,None,1.216
mbpp/417,mbpp_sanitized,gpt-oss-120b,PASS,None,0.977
mbpp/418,mbpp_sanitized,gpt-oss-120b,PASS,None,0.539
mbpp/419,mbpp_sanitized,gpt-oss-120b,PASS,None,1.555
mbpp/420,mbpp_sanitized,gpt-oss-120b,PASS,None,0.854
mbpp/421,mbpp_sanitized,gpt-oss-120b,PASS,None,0.533
mbpp/422,mbpp_sanitized,gpt-oss-120b,PASS,None,1.096
mbpp/423,mbpp_sanitized,gpt-oss-120b,PASS,None,0.992
mbpp/424,mbpp_sanitized,gpt-oss-120b,PASS,None,0.403
mbpp/425,mbpp_sanitized,gpt-oss-120b,PASS,None,0.46
mbpp/426,mbpp_sanitized,gpt-oss-120b,PASS,None,0.579
mbpp/427,mbpp_sanitized,gpt-oss-120b,PASS,None,0.672
mbpp/428,mbpp_sanitized,gpt-oss-120b,PASS,None,0.711
mbpp/429,mbpp_sanitized,gpt-oss-120b,PASS,None,1.353
mbpp/430,mbpp_sanitized,gpt-oss-120b,SKIP,GenerationFailed,4.566
mbpp/431,mbpp_sanitized,gpt-oss-120b,PASS,None,0.674
mbpp/432,mbpp_sanitized,gpt-oss-120b,PASS,None,0.81
mbpp/433,mbpp_sanitized,gpt-oss-120b,PASS,None,0.8
mbpp/434,mbpp_sanitized,gpt-oss-120b,PASS,None,1.222
mbpp/435,mbpp_sanitized,gpt-oss-120b,PASS,None,0.498
mbpp/436,mbpp_sanitized,gpt-oss-120b,FAIL,AssertionError,0.958
mbpp/437,mbpp_sanitized,gpt-oss-120b,PASS,None,1.117
mbpp/438,mbpp_sanitized,gpt-oss-120b,SKIP,GenerationFailed,4.547
mbpp/439,mbpp_sanitized,gpt-oss-120b,PASS,None,1.051
mbpp/440,mbpp_sanitized,gpt-oss-120b,PASS,None,1.422
mbpp/441,mbpp_sanitized,gpt-oss-120b,PASS,None,0.465
mbpp/442,mbpp_sanitized,gpt-oss-120b,PASS,None,1.369
mbpp/443,mbpp_sanitized,gpt-oss-120b,PASS,None,0.895
mbpp/444,mbpp_sanitized,gpt-oss-120b,PASS,None,1.497
mbpp/445,mbpp_sanitized,gpt-oss-120b,PASS,None,1.009
mbpp/446,mbpp_sanitized,gpt-oss-120b,PASS,None,0.665
mbpp/447,mbpp_sanitized,gpt-oss-120b,PASS,None,0.597
mbpp/448,mbpp_sanitized,gpt-oss-120b,PASS,None,2.077
mbpp/449,mbpp_sanitized,gpt-oss-120b,PASS,None,0.811
mbpp/450,mbpp_sanitized,gpt-oss-120b,PASS,None,0.662
mbpp/451,mbpp_sanitized,gpt-oss-120b,PASS,None,0.579
mbpp/452,mbpp_sanitized,gpt-oss-120b,PASS,None,0.881
mbpp/453,mbpp_sanitized,gpt-oss-120b,PASS,None,0.975
mbpp/454,mbpp_sanitized,gpt-oss-120b,PASS,None,1.556
mbpp/455,mbpp_sanitized,gpt-oss-120b,PASS,None,0.525
mbpp/456,mbpp_sanitized,gpt-oss-120b,PASS,None,0.411
mbpp/457,mbpp_sanitized,gpt-oss-120b,PASS,None,0.798
mbpp/458,mbpp_sanitized,gpt-oss-120b,PASS,None,0.414
mbpp/459,mbpp_sanitized,gpt-oss-120b,PASS,None,3.153
mbpp/460,mbpp_sanitized,gpt-oss-120b,PASS,None,0.39
mbpp/461,mbpp_sanitized,gpt-oss-120b,FAIL,AssertionError,0.391
mbpp/462,mbpp_sanitized,gpt-oss-120b,PASS,None,5.825
mbpp/463,mbpp_sanitized,gpt-oss-120b,PASS,None,1.025
mbpp/464,mbpp_sanitized,gpt-oss-120b,PASS,None,0.679
mbpp/465,mbpp_sanitized,gpt-oss-120b,PASS,None,0.443
mbpp/466,mbpp_sanitized,gpt-oss-120b,PASS,None,1.075
mbpp/467,mbpp_sanitized,gpt-oss-120b,PASS,None,0.708
mbpp/468,mbpp_sanitized,gpt-oss-120b,PASS,None,1.196
mbpp/469,mbpp_sanitized,gpt-oss-120b,PASS,None,1.422
mbpp/470,mbpp_sanitized,gpt-oss-120b,PASS,None,0.732
mbpp/471,mbpp_sanitized,gpt-oss-120b,PASS,None,1.371
mbpp/472,mbpp_sanitized,gpt-oss-120b,PASS,None,0.754
mbpp/473,mbpp_sanitized,gpt-oss-120b,PASS,None,1.623
mbpp/474,mbpp_sanitized,gpt-oss-120b,PASS,None,1.12
mbpp/475,mbpp_sanitized,gpt-oss-120b,PASS,None,0.707
mbpp/476,mbpp_sanitized,gpt-oss-120b,PASS,None,0.528
mbpp/477,mbpp_sanitized,gpt-oss-120b,PASS,None,0.64
mbpp/478,mbpp_sanitized,gpt-oss-120b,PASS,None,1.072
mbpp/479,mbpp_sanitized,gpt-oss-120b,PASS,None,0.489
mbpp/480,mbpp_sanitized,gpt-oss-120b,PASS,None,1.24
mbpp/481,mbpp_sanitized,gpt-oss-120b,PASS,None,0.754
mbpp/482,mbpp_sanitized,gpt-oss-120b,PASS,None,0.687
mbpp/483,mbpp_sanitized,gpt-oss-120b,SKIP,GenerationFailed,4.576
mbpp/484,mbpp_sanitized,gpt-oss-120b,PASS,None,1.09
mbpp/485,mbpp_sanitized,gpt-oss-120b,PASS,None,0.812
mbpp/486,mbpp_sanitized,gpt-oss-120b,PASS,None,0.759
mbpp/487,mbpp_sanitized,gpt-oss-120b,PASS,None,0.434
mbpp/488,mbpp_sanitized,gpt-oss-120b,FAIL,AssertionError,0.869
mbpp/489,mbpp_sanitized,gpt-oss-120b,PASS,None,0.578
mbpp/490,mbpp_sanitized,gpt-oss-120b,PASS,None,1.333
mbpp/491,mbpp_sanitized,gpt-oss-120b,PASS,None,1.1
mbpp/492,mbpp_sanitized,gpt-oss-120b,PASS,None,0.756
mbpp/493,mbpp_sanitized,gpt-oss-120b,SKIP,GenerationFailed,5.122
mbpp/494,mbpp_sanitized,gpt-oss-120b,PASS,None,0.868
mbpp/495,mbpp_sanitized,gpt-oss-120b,PASS,None,2.996
mbpp/496,mbpp_sanitized,gpt-oss-120b,PASS,None,0.734
mbpp/497,mbpp_sanitized,gpt-oss-120b,PASS,None,1.055
mbpp/498,mbpp_sanitized,gpt-oss-120b,PASS,None,0.441
mbpp/499,mbpp_sanitized,gpt-oss-120b,PASS,None,0.471
mbpp/500,mbpp_sanitized,gpt-oss-120b,PASS,None,0.644
mbpp/501,mbpp_sanitized,gpt-oss-120b,PASS,None,0.921
mbpp/502,mbpp_sanitized,gpt-oss-120b,PASS,None,0.441
mbpp/503,mbpp_sanitized,gpt-oss-120b,PASS,None,1.013
mbpp/504,mbpp_sanitized,gpt-oss-120b,PASS,None,0.773
mbpp/505,mbpp_sanitized,gpt-oss-120b,PASS,None,0.721
mbpp/506,mbpp_sanitized,gpt-oss-120b,PASS,None,0.851
mbpp/507,mbpp_sanitized,gpt-oss-120b,PASS,None,0.422
mbpp/508,mbpp_sanitized,gpt-oss-120b,PASS,None,0.747
mbpp/509,mbpp_sanitized,gpt-oss-120b,PASS,None,0.72
mbpp/510,mbpp_sanitized,gpt-oss-120b,PASS,None,2.942
HumanEval/0,humaneval,llama-3.1-8b,PASS,None,1.366
HumanEval/1,humaneval,llama-3.1-8b,PASS,None,0.512
HumanEval/2,humaneval,llama-3.1-8b,PASS,None,0.985
HumanEval/3,humaneval,llama-3.1-8b,PASS,None,0.468
HumanEval/4,humaneval,llama-3.1-8b,PASS,None,0.335
HumanEval/5,humaneval,llama-3.1-8b,PASS,None,0.642
HumanEval/6,humaneval,llama-3.1-8b,PASS,None,0.649
HumanEval/7,humaneval,llama-3.1-8b,PASS,None,0.49
HumanEval/8,humaneval,llama-3.1-8b,PASS,None,0.382
HumanEval/9,humaneval,llama-3.1-8b,PASS,None,0.532
HumanEval/10,humaneval,llama-3.1-8b,FAIL,AssertionError,0.634
HumanEval/11,humaneval,llama-3.1-8b,PASS,None,0.606
HumanEval/12,humaneval,llama-3.1-8b,PASS,None,0.312
HumanEval/13,humaneval,llama-3.1-8b,PASS,None,0.499
HumanEval/14,humaneval,llama-3.1-8b,PASS,None,0.635
HumanEval/15,humaneval,llama-3.1-8b,PASS,None,0.475
HumanEval/16,humaneval,llama-3.1-8b,PASS,None,0.236
HumanEval/17,humaneval,llama-3.1-8b,PASS,None,0.711
HumanEval/18,humaneval,llama-3.1-8b,PASS,None,0.633
HumanEval/19,humaneval,llama-3.1-8b,PASS,None,0.546
HumanEval/20,humaneval,llama-3.1-8b,PASS,None,0.378
HumanEval/21,humaneval,llama-3.1-8b,PASS,None,1.051
HumanEval/22,humaneval,llama-3.1-8b,PASS,None,0.57
HumanEval/23,humaneval,llama-3.1-8b,PASS,None,0.285
HumanEval/24,humaneval,llama-3.1-8b,PASS,None,0.259
HumanEval/25,humaneval,llama-3.1-8b,PASS,None,0.544
HumanEval/26,humaneval,llama-3.1-8b,FAIL,AssertionError,0.716
HumanEval/27,humaneval,llama-3.1-8b,PASS,None,0.411
HumanEval/28,humaneval,llama-3.1-8b,PASS,None,0.334
HumanEval/29,humaneval,llama-3.1-8b,PASS,None,0.572
HumanEval/30,humaneval,llama-3.1-8b,PASS,None,0.64
HumanEval/31,humaneval,llama-3.1-8b,PASS,None,0.514
HumanEval/32,humaneval,llama-3.1-8b,FAIL,AssertionError,0.429
HumanEval/33,humaneval,llama-3.1-8b,FAIL,IndexError,0.555
HumanEval/34,humaneval,llama-3.1-8b,PASS,None,0.627
HumanEval/35,humaneval,llama-3.1-8b,PASS,None,0.494
HumanEval/36,humaneval,llama-3.1-8b,PASS,None,0.316
HumanEval/37,humaneval,llama-3.1-8b,PASS,None,0.309
HumanEval/38,humaneval,llama-3.1-8b,PASS,None,0.624
HumanEval/39,humaneval,llama-3.1-8b,PASS,None,0.551
HumanEval/40,humaneval,llama-3.1-8b,PASS,None,0.351
HumanEval/41,humaneval,llama-3.1-8b,FAIL,AssertionError,0.599
HumanEval/42,humaneval,llama-3.1-8b,PASS,None,0.641
HumanEval/43,humaneval,llama-3.1-8b,PASS,None,0.539
HumanEval/44,humaneval,llama-3.1-8b,PASS,None,0.338
HumanEval/45,humaneval,llama-3.1-8b,PASS,None,0.642
HumanEval/46,humaneval,llama-3.1-8b,FAIL,AssertionError,0.638
HumanEval/47,humaneval,llama-3.1-8b,PASS,None,0.6
HumanEval/48,humaneval,llama-3.1-8b,PASS,None,0.298
HumanEval/49,humaneval,llama-3.1-8b,PASS,None,0.503
HumanEval/50,humaneval,llama-3.1-8b,PASS,None,0.638
HumanEval/51,humaneval,llama-3.1-8b,PASS,None,0.528
HumanEval/52,humaneval,llama-3.1-8b,PASS,None,0.253
HumanEval/53,humaneval,llama-3.1-8b,PASS,None,0.656
HumanEval/54,humaneval,llama-3.1-8b,FAIL,AssertionError,0.624
HumanEval/55,humaneval,llama-3.1-8b,PASS,None,0.566
HumanEval/56,humaneval,llama-3.1-8b,PASS,None,0.381
HumanEval/57,humaneval,llama-3.1-8b,PASS,None,0.578
HumanEval/58,humaneval,llama-3.1-8b,PASS,None,0.638
HumanEval/59,humaneval,llama-3.1-8b,PASS,None,0.53
HumanEval/60,humaneval,llama-3.1-8b,PASS,None,0.272
HumanEval/61,humaneval,llama-3.1-8b,PASS,None,0.381
HumanEval/62,humaneval,llama-3.1-8b,PASS,None,0.562
HumanEval/63,humaneval,llama-3.1-8b,PASS,None,0.646
HumanEval/64,humaneval,llama-3.1-8b,PASS,None,0.322
HumanEval/65,humaneval,llama-3.1-8b,FAIL,AssertionError,0.445
HumanEval/66,humaneval,llama-3.1-8b,PASS,None,0.64
HumanEval/67,humaneval,llama-3.1-8b,FAIL,ValueError,0.636
HumanEval/68,humaneval,llama-3.1-8b,FAIL,ValueError,0.382
HumanEval/69,humaneval,llama-3.1-8b,PASS,None,0.473
HumanEval/70,humaneval,llama-3.1-8b,PASS,None,0.637
HumanEval/71,humaneval,llama-3.1-8b,PASS,None,0.592
HumanEval/72,humaneval,llama-3.1-8b,PASS,None,0.312
HumanEval/73,humaneval,llama-3.1-8b,FAIL,AssertionError,0.464
HumanEval/74,humaneval,llama-3.1-8b,PASS,None,0.623
HumanEval/75,humaneval,llama-3.1-8b,FAIL,AssertionError,0.654
HumanEval/76,humaneval,llama-3.1-8b,FAIL,ZeroDivisionError,0.289
HumanEval/77,humaneval,llama-3.1-8b,FAIL,TypeError,0.462
HumanEval/78,humaneval,llama-3.1-8b,PASS,None,0.666
HumanEval/79,humaneval,llama-3.1-8b,PASS,None,0.605
HumanEval/80,humaneval,llama-3.1-8b,FAIL,AssertionError,0.281
HumanEval/81,humaneval,llama-3.1-8b,PASS,None,0.66
HumanEval/82,humaneval,llama-3.1-8b,PASS,None,0.573
HumanEval/83,humaneval,llama-3.1-8b,FAIL,AssertionError,0.636
HumanEval/84,humaneval,llama-3.1-8b,FAIL,AssertionError,0.254
HumanEval/85,humaneval,llama-3.1-8b,FAIL,AssertionError,1.438
HumanEval/86,humaneval,llama-3.1-8b,PASS,None,0.646
HumanEval/87,humaneval,llama-3.1-8b,PASS,None,0.506
HumanEval/88,humaneval,llama-3.1-8b,PASS,None,0.549
HumanEval/89,humaneval,llama-3.1-8b,PASS,None,0.345
HumanEval/90,humaneval,llama-3.1-8b,PASS,None,0.589
HumanEval/91,humaneval,llama-3.1-8b,FAIL,AssertionError,0.518
HumanEval/92,humaneval,llama-3.1-8b,PASS,None,0.269
HumanEval/93,humaneval,llama-3.1-8b,FAIL,AssertionError,0.704
HumanEval/94,humaneval,llama-3.1-8b,PASS,None,0.638
HumanEval/95,humaneval,llama-3.1-8b,PASS,None,0.545
HumanEval/96,humaneval,llama-3.1-8b,PASS,None,0.429
HumanEval/97,humaneval,llama-3.1-8b,PASS,None,0.425
HumanEval/98,humaneval,llama-3.1-8b,FAIL,AssertionError,0.634
HumanEval/99,humaneval,llama-3.1-8b,FAIL,AssertionError,0.455
HumanEval/100,humaneval,llama-3.1-8b,FAIL,AssertionError,0.405
HumanEval/101,humaneval,llama-3.1-8b,PASS,None,0.646
HumanEval/102,humaneval,llama-3.1-8b,PASS,None,0.624
HumanEval/103,humaneval,llama-3.1-8b,FAIL,AssertionError,0.515
HumanEval/104,humaneval,llama-3.1-8b,PASS,None,0.371
HumanEval/105,humaneval,llama-3.1-8b,PASS,None,0.524
HumanEval/106,humaneval,llama-3.1-8b,PASS,None,0.647
HumanEval/107,humaneval,llama-3.1-8b,PASS,None,0.534
HumanEval/108,humaneval,llama-3.1-8b,FAIL,AssertionError,0.346
HumanEval/109,humaneval,llama-3.1-8b,FAIL,AssertionError,0.626
HumanEval/110,humaneval,llama-3.1-8b,FAIL,AssertionError,0.656
HumanEval/111,humaneval,llama-3.1-8b,PASS,None,0.526
HumanEval/112,humaneval,llama-3.1-8b,PASS,None,0.28
HumanEval/113,humaneval,llama-3.1-8b,FAIL,AssertionError,0.668
HumanEval/114,humaneval,llama-3.1-8b,PASS,None,0.663
HumanEval/115,humaneval,llama-3.1-8b,FAIL,NameError,0.535
HumanEval/116,humaneval,llama-3.1-8b,PASS,None,0.263
HumanEval/117,humaneval,llama-3.1-8b,PASS,None,0.695
HumanEval/118,humaneval,llama-3.1-8b,FAIL,AssertionError,0.639
HumanEval/119,humaneval,llama-3.1-8b,FAIL,AssertionError,0.586
HumanEval/120,humaneval,llama-3.1-8b,FAIL,AssertionError,0.326
HumanEval/121,humaneval,llama-3.1-8b,PASS,None,0.586
HumanEval/122,humaneval,llama-3.1-8b,FAIL,AssertionError,0.647
HumanEval/123,humaneval,llama-3.1-8b,PASS,None,0.558
HumanEval/124,humaneval,llama-3.1-8b,PASS,None,0.392
HumanEval/125,humaneval,llama-3.1-8b,FAIL,AssertionError,0.549
HumanEval/126,humaneval,llama-3.1-8b,FAIL,AssertionError,0.653
HumanEval/127,humaneval,llama-3.1-8b,FAIL,AssertionError,0.556
HumanEval/128,humaneval,llama-3.1-8b,PASS,None,0.358
HumanEval/129,humaneval,llama-3.1-8b,FAIL,NameError,0.581
HumanEval/130,humaneval,llama-3.1-8b,FAIL,IndexError,0.541
HumanEval/131,humaneval,llama-3.1-8b,FAIL,AssertionError,0.525
HumanEval/132,humaneval,llama-3.1-8b,FAIL,AssertionError,0.393
HumanEval/133,humaneval,llama-3.1-8b,PASS,None,0.514
HumanEval/134,humaneval,llama-3.1-8b,FAIL,AssertionError,0.647
HumanEval/135,humaneval,llama-3.1-8b,FAIL,AssertionError,0.5
HumanEval/136,humaneval,llama-3.1-8b,PASS,None,0.396
HumanEval/137,humaneval,llama-3.1-8b,FAIL,AssertionError,0.532
HumanEval/138,humaneval,llama-3.1-8b,PASS,None,0.643
HumanEval/139,humaneval,llama-3.1-8b,FAIL,NameError,0.507
HumanEval/140,humaneval,llama-3.1-8b,FAIL,AssertionError,0.363
HumanEval/141,humaneval,llama-3.1-8b,FAIL,IndexError,0.666
HumanEval/142,humaneval,llama-3.1-8b,FAIL,AssertionError,0.595
HumanEval/143,humaneval,llama-3.1-8b,PASS,None,0.507
HumanEval/144,humaneval,llama-3.1-8b,PASS,None,0.295
HumanEval/145,humaneval,llama-3.1-8b,FAIL,AssertionError,0.698
HumanEval/146,humaneval,llama-3.1-8b,FAIL,AssertionError,0.648
HumanEval/147,humaneval,llama-3.1-8b,PASS,None,0.529
HumanEval/148,humaneval,llama-3.1-8b,PASS,None,0.367
HumanEval/149,humaneval,llama-3.1-8b,FAIL,AssertionError,0.509
HumanEval/150,humaneval,llama-3.1-8b,PASS,None,0.653
HumanEval/151,humaneval,llama-3.1-8b,FAIL,AssertionError,0.564
HumanEval/152,humaneval,llama-3.1-8b,PASS,None,0.303
HumanEval/153,humaneval,llama-3.1-8b,FAIL,AssertionError,0.624
HumanEval/154,humaneval,llama-3.1-8b,FAIL,AssertionError,0.628
HumanEval/155,humaneval,llama-3.1-8b,PASS,None,0.557
HumanEval/156,humaneval,llama-3.1-8b,PASS,None,0.513
HumanEval/157,humaneval,llama-3.1-8b,PASS,None,0.339
HumanEval/158,humaneval,llama-3.1-8b,PASS,None,0.641
HumanEval/159,humaneval,llama-3.1-8b,FAIL,AssertionError,0.504
HumanEval/160,humaneval,llama-3.1-8b,PASS,None,0.371
HumanEval/161,humaneval,llama-3.1-8b,PASS,None,0.617
HumanEval/162,humaneval,llama-3.1-8b,PASS,None,0.634
HumanEval/163,humaneval,llama-3.1-8b,FAIL,AssertionError,0.518
mbpp/11,mbpp_sanitized,llama-3.1-8b,FAIL,AttributeError,0.569
mbpp/12,mbpp_sanitized,llama-3.1-8b,PASS,None,0.551
mbpp/13,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.447
mbpp/14,mbpp_sanitized,llama-3.1-8b,PASS,None,0.505
mbpp/15,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.42
mbpp/16,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.583
mbpp/17,mbpp_sanitized,llama-3.1-8b,PASS,None,0.635
mbpp/18,mbpp_sanitized,llama-3.1-8b,PASS,None,0.515
mbpp/19,mbpp_sanitized,llama-3.1-8b,PASS,None,0.386
mbpp/20,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.508
mbpp/21,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.637
mbpp/22,mbpp_sanitized,llama-3.1-8b,PASS,None,0.571
mbpp/23,mbpp_sanitized,llama-3.1-8b,PASS,None,0.249
mbpp/24,mbpp_sanitized,llama-3.1-8b,PASS,None,0.579
mbpp/25,mbpp_sanitized,llama-3.1-8b,PASS,None,0.651
mbpp/26,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.504
mbpp/27,mbpp_sanitized,llama-3.1-8b,PASS,None,0.365
mbpp/28,mbpp_sanitized,llama-3.1-8b,PASS,None,0.614
mbpp/29,mbpp_sanitized,llama-3.1-8b,PASS,None,0.64
mbpp/30,mbpp_sanitized,llama-3.1-8b,PASS,None,0.546
mbpp/31,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.42
mbpp/32,mbpp_sanitized,llama-3.1-8b,PASS,None,0.44
mbpp/33,mbpp_sanitized,llama-3.1-8b,PASS,None,0.635
mbpp/34,mbpp_sanitized,llama-3.1-8b,PASS,None,0.526
mbpp/35,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.39
mbpp/36,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.506
mbpp/37,mbpp_sanitized,llama-3.1-8b,PASS,None,0.627
mbpp/38,mbpp_sanitized,llama-3.1-8b,PASS,None,0.569
mbpp/39,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.399
mbpp/40,mbpp_sanitized,llama-3.1-8b,PASS,None,0.549
mbpp/41,mbpp_sanitized,llama-3.1-8b,PASS,None,0.634
mbpp/42,mbpp_sanitized,llama-3.1-8b,PASS,None,0.571
mbpp/43,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.266
mbpp/44,mbpp_sanitized,llama-3.1-8b,PASS,None,0.546
